,level_0,index,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active
23612,23612,265368,265369,2021-04-06,California,US,2021-04-07 04:20:53,3685045.0,59887.0,0.0,3625158.0
23670,23670,266133,266134,2021-04-07,California,US,2021-04-08 04:21:13,3687493.0,59993.0,0.0,3627500.0
23728,23728,266898,266899,2021-04-08,California,US,2021-04-09 04:21:13,3690031.0,60129.0,0.0,3629902.0
23786,23786,267663,267664,2021-04-09,California,US,2021-04-10 04:20:59,3693674.0,60286.0,0.0,3633388.0
23844,23844,268428,268429,2021-04-10,California,US,2021-04-11 04:20:56,3696980.0,60384.0,0.0,3636596.0
23902,23902,269193,269194,2021-04-11,California,US,2021-04-12 04:21:00,3700471.0,60452.0,0.0,3640019.0
23960,23960,269958,269959,2021-04-12,California,US,2021-04-13 04:20:37,3704070.0,60495.0,0.0,3643575.0
24018,24018,270723,270724,2021-04-13,California,US,2021-04-14 04:20:41,3706629.0,60547.0,0.0,3646082.0
24076,24076,271488,271489,2021-04-14,California,US,2021-04-15 04:20:54,3708716.0,60717.0,0.0,3647999.0
24134,24134,272253,272254,2021-04-15,California,US,2021-04-16 04:20:46,3711723.0,60808.0,0.0,3650915.0
24192,24192,273018,273019,2021-04-16,California,US,2021-04-17 04:20:40,3714587.0,60922.0,0.0,3653665.0
24250,24250,273783,273784,2021-04-17,California,US,2021-04-18 04:20:41,3716579.0,60994.0,0.0,3655585.0
24308,24308,274548,274549,2021-04-18,California,US,2021-04-19 04:20:57,3718210.0,61038.0,0.0,3657172.0
24366,24366,275313,275314,2021-04-19,California,US,2021-04-20 04:20:41,3720901.0,61045.0,0.0,3659856.0
24424,24424,276078,276079,2021-04-20,California,US,2021-04-21 04:21:14,3723446.0,61122.0,0.0,3662324.0
24482,24482,276843,276844,2021-04-21,California,US,2021-04-22 04:20:53,3725088.0,61193.0,0.0,3663895.0
24540,24540,277608,277609,2021-04-22,California,US,2021-04-23 04:20:52,3727913.0,61309.0,0.0,3666604.0
24598,24598,278373,278374,2021-04-23,California,US,2021-04-24 04:20:38,3729116.0,61401.0,0.0,3667715.0
24656,24656,279138,279139,2021-04-24,California,US,2021-04-25 04:20:32,3731145.0,61445.0,0.0,3669700.0
24714,24714,279903,279904,2021-04-25,California,US,2021-04-26 04:21:04,3731770.0,61479.0,0.0,3670291.0
24772,24772,280668,280669,2021-04-26,California,US,2021-04-27 04:20:52,3734562.0,61500.0,0.0,3673062.0
24830,24830,281433,281434,2021-04-27,California,US,2021-04-28 04:20:32,3736745.0,61526.0,0.0,3675219.0
24888,24888,282198,282199,2021-04-28,California,US,2021-04-29 04:20:55,3738327.0,61587.0,0.0,3676740.0
24946,24946,282963,282964,2021-04-29,California,US,2021-04-30 04:21:03,3740038.0,61672.0,0.0,3678366.0
25004,25004,283728,283729,2021-04-30,California,US,2021-05-01 04:20:47,3742115.0,61768.0,0.0,3680347.0
25062,25062,284493,284494,2021-05-01,California,US,2021-05-02 04:20:48,3743681.0,61866.0,0.0,3681815.0
25120,25120,285258,285259,2021-05-02,California,US,2021-05-03 04:20:39,3744937.0,61939.0,0.0,3682998.0
25178,25178,286023,286024,2021-05-03,California,US,2021-05-04 04:20:34,3747337.0,61967.0,0.0,3685370.0
25236,25236,286788,286789,2021-05-04,California,US,2021-05-05 04:20:43,3749580.0,62029.0,0.0,3687551.0
25294,25294,287553,287554,2021-05-05,California,US,2021-05-06 04:20:38,3750644.0,62070.0,0.0,3688574.0
25352,25352,288318,288319,2021-05-06,California,US,2021-05-07 04:20:40,3753173.0,62154.0,0.0,3691019.0
25410,25410,289083,289084,2021-05-07,California,US,2021-05-08 04:21:04,3755869.0,62220.0,0.0,3693649.0
25468,25468,289848,289849,2021-05-08,California,US,2021-05-09 04:20:35,3757115.0,62280.0,0.0,3694835.0
25526,25526,290613,290614,2021-05-09,California,US,2021-05-10 04:20:38,3758137.0,62314.0,0.0,3695823.0
25584,25584,291378,291379,2021-05-10,California,US,2021-05-11 04:20:41,3760303.0,62334.0,0.0,3697969.0
25642,25642,292143,292144,2021-05-11,California,US,2021-05-12 04:21:29,3761779.0,62365.0,0.0,3699414.0
25700,25700,292908,292909,2021-05-12,California,US,2021-05-13 04:20:51,3763281.0,62472.0,0.0,3700809.0
25758,25758,293673,293674,2021-05-13,California,US,2021-05-14 04:20:41,3764405.0,62573.0,0.0,3701832.0
25816,25816,294438,294439,2021-05-14,California,US,2021-05-15 04:20:58,3767052.0,62633.0,0.0,3704419.0
25874,25874,295203,295204,2021-05-15,California,US,2021-05-16 04:20:49,3768087.0,62656.0,0.0,3705431.0
25932,25932,295968,295969,2021-05-16,California,US,2021-05-17 04:20:34,3768805.0,62690.0,0.0,3706115.0
25990,25990,296733,296734,2021-05-17,California,US,2021-05-18 04:20:33,3769827.0,62699.0,0.0,3707128.0
26048,26048,297498,297499,2021-05-18,California,US,2021-05-19 04:20:42,3771240.0,62727.0,0.0,3708513.0
26106,26106,298263,298264,2021-05-19,California,US,2021-05-20 04:21:05,3772702.0,62765.0,0.0,3709937.0
26164,26164,299028,299029,2021-05-20,California,US,2021-05-21 04:20:43,3774494.0,62817.0,0.0,3711677.0
26222,26222,299793,299794,2021-05-21,California,US,2021-05-22 04:20:45,3775619.0,62862.0,0.0,3712757.0
26280,26280,300558,300559,2021-05-22,California,US,2021-05-23 04:20:51,3776346.0,62911.0,0.0,3713435.0
26338,26338,301323,301324,2021-05-23,California,US,2021-05-24 04:20:53,3777077.0,62933.0,0.0,3714144.0
26396,26396,302088,302089,2021-05-24,California,US,2021-05-25 04:21:08,3778555.0,62949.0,0.0,3715606.0
26454,26454,302853,302854,2021-05-25,California,US,2021-05-26 04:20:35,3779998.0,62986.0,0.0,3717012.0
26512,26512,303618,303619,2021-05-26,California,US,2021-05-27 04:20:59,3781120.0,63017.0,0.0,3718103.0
26570,26570,304383,304384,2021-05-27,California,US,2021-05-28 04:20:36,3786459.0,63168.0,0.0,3723291.0
26628,26628,305148,305149,2021-05-28,California,US,2021-05-29 04:20:41,3787911.0,63218.0,0.0,3724693.0
26686,26686,305913,305914,2021-05-29,California,US,2021-05-30 04:20:55,3788713.0,63236.0,0.0,3725477.0
